Code,Name,Sales Executive,Sales Area,Sales Region,Sales Territory,State
40100855,Jalaram Agro Seeds - Borsad,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100856,Bhagyoday Sales Agency - Kodaypul,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40100857,Bajarang Agro Center - Modpar,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40100860,Hingalaj Agro - Ratadiya,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40100866,Agree Business Centre - Singvad,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100868,Shri Ram Agro Center - Mankol,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40100870,Laljikrupa Agro Chemicals - Samdhiyala,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40100878,M.H Agro Agency - Wankaner,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40100879,Krushak Agro & Seeds - Mendarada,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40100881,Kanaiya Agro Center - Bilkha,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40100884,Sahaj Agro - Surendranagar,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40100889,Shree Agro Centre - Chiloda,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40100893,Agree Bussness Center - Malvan,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100898,Akash Beej Bhandar - Sanjeli,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100899,Shivam Traders - Bodeli,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40100900,Shri Ram Agro Centre - Kawant,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40100901,Agree Buisness Center - Adadra,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100902,Agri Business Centre - Munpur,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100912,Laxmi Traders - Ghoghamba,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100913,Agro Service Centre - Vejalpur,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100914,Khodiyar Agro Centre - Lunawada,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100917,Yamuna Agro Agency - Bhetasi,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100918,Khodiyar Krushi Kendra - Parwala,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40100929,Shree Sai Agro - Sevni,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40100930,Jay Ambe Trading Co - Aaseda,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40100937,Mahalaxmi Agro Center - Digadi,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40100943,Milan Agro Centre - Kothariya,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40100944,Shyam Agri Seeds - Jetpur,Jetpur Territory,Gujarat,RAJKOT,Jetpur,Gujarat
40100946,Varudi Agro - Morthala,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40100949,Shree Yamuna Traders - Kawant,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40100954,Bhoomi Agro Centre - Patan,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40100957,Maa Krupa Beej Bhandar - Vadtal,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100958,Krushi Seva Kendra - Pithiya,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40100963,Bhoomi Agro Seeds - Charan Tungi,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40100964,Jay Mataji Agro - Kosindra,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40100970,Shree Mohit Seeds Agro - Ganpatpura,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40100974,Seema Agro Chemicals - Bavla,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40100987,Nitya Agro Seeds - Mota Layja,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40100988,Ronak Seeds - Palanpur,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40100990,Shree Krishna Agro Agency - Bhavnagar,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40100993,Jay Bhole Biyaran Kendra - Bodeli,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40100996,Dhyani Enterprise - Chandrala,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40101004,Bhole Seeds & Pesticides - Rakhiyal,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40101006,Dovexa Agro - Parab Vavdi,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40101009,Gatral Agro Center - Bhalpara,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40101010,Deva Agro Traders - Godhra,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40101012,Somnath Krushi Kendra - Jam Jodhpur,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40101016,Shyam Agro Center - Chhachhar,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40101025,Agri Business Center - Lathi,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40101038,Agri Business Centre - Ranivada,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40101040,Darshan Seeds & Fertilizers - Vadala Fatak,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40101042,Kishan Krushi Kendra -Satapar,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40101052,Gayatri Corporation - Dhansura,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40101055,Agro Service Centre - Morva,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40101059,Mangold Bio-Agricare Pvt Ltd - Bodeli,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40101064,Ramest Agro Center - Panchmahal,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102010,Arbuda Agro Center - Kotda,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102014,Tirupati Agro Agency - Monpar,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102016,Kanaiya Krushi Kendra - Bhanvad,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102020,Jay Bhavani Krushi Vikas Kendra - Varal,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102022,Vasundhara Agro - Chalamali,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102023,Hari Om Traders - Devalia,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102024,Shital Agro Chemicals - Botad,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102026,Chamunda Agro Center - Rohisa,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102032,Abbas Fertilizers - Ranpur,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102034,A One Agro Centre - Majivana,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102057,Agri Business Center - Dungarwant,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102061,Nasib Agro - Rati Devli,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102062,Shreeji Agro Center - Karkhadi Chowkdi,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102063,Ganesh Seeds & Fertilizers - Santrampur,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102069,Himalay Agro Chemicals - Una,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102072,Agri Business Center - Uchapan,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102073,Smit Agro Center - Devalki,Jetpur Territory,Gujarat,RAJKOT,Jetpur,Gujarat
40102078,Krushi Depo - Kumarkhan,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102079,Gurukrupa Fertilizers - Lakhtar,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102080,Arbuda Seeds & Fertilizar - Modasa,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102081,Patel Seeds - Kothamba,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102088,Krishna Agro Center - Kenedi,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102093,Krushi Vigyan Kendra - Khambha,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102104,Ramdev Agro Seeds - Palanpur,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102106,New Bhole Agro Center - Pipar,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102137,Shikh Yusufali Noorbhai & Sons - Jasdan,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102139,Dhara Agro Agency - Bhuj,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102159,Raj Chamunda Agro Agency - Bhadi,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102165,Bhagwati Krushi Kendra - Miyani,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102171,Agro Service Centre - Santrampur,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102175,Agri Business Centre - Bachkriya,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102177,Balram Krushi Seva Mandal - Haripura,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102191,Agri Business Center - Dodiya,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102192,Agri Business Center - Bakor,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102193,Narmada Agro Center - Nandasan,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102198,Chamunda Agro Chemicals - Gundala,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102201,Umiya Agro Center - Vidaj,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102204,Sangam Agro Centre - Chopdva,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102206,Bhagirath Agro Center - Keshod,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102209,Shri Ram Agro - Thepda,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102211,Mahetar Khedut Hart - Gadhada,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102216,Gaytri Agro Agency - Jetpur,Jetpur Territory,Gujarat,RAJKOT,Jetpur,Gujarat
40102217,Agri Business Center - Panpur Patiya,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102223,Agri Business Center - Virpur,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102225,Khedut Beej Bhandar - Lunawada,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102232,Dharti Seeds & Pestisides - Ranasan,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102237,Madhav Agro Center - Mamuara,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102243,Tirth Agro World - Raydi,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102244,Ganesh Agro Traders - Bhangor,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102254,Krishna Krushi Kendra - Chhota Udaipur,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102257,Krushi Care - Devkaran Na Muvada,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102259,Umiya Agro - Prantij,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102262,Maruti Agro Center - Dharmpur,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102264,Gujarat Seeds & Fertilizers Trading Co - Pavi Jetpur,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102269,Mahalaxmi Agro Chemicals - Bareja,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102271,Shreeji Agro Center - Chuda,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102273,Shri Shivshakti Agro - Rajendranagar,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102277,Patel Fertilizers - Damnagar,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102279,Tirth Agro Seeds - Aarabtimbadi,Jetpur Territory,Gujarat,RAJKOT,Jetpur,Gujarat
40102283,Prakash Traders - Himmatnagar,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102285,Krushna Agro Centre - Deesa,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102287,Ganesh Darshan Agro Center - Karmadiya,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102289,Manav Agro Centre - Jetpur Pavi,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102298,Jay Adhyashakti Agro Agency - Kalyanpura,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102306,Krunal Fertilizers - Salal,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102310,Mahakali Agro Centre - Gambhoi,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102312,Paavan Organic - Modasa,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102313,Gujarat Agro Seeds - Pansora Chokdi,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102317,Narnarayan Agro - Mankuva,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102320,Arbuda Agro Center - Sariyad,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102324,Khedut Agro Center - Asalpar,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102326,Kheti Vikas Kendra - Koita,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102328,Shri Gurukrupa Agro - Zankhvav,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102331,Madhav Beej - Bhesan,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102338,Sadguru Agro Center - Devgana.,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102341,Yogi Seeds - Mandvi,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102345,Shree Ram Agro - Pata Meghpar,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102347,Ramdev Agro Agency - Babra,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102356,Darshan Agro Center - Tharad,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102358,Krishna Agro Center - Rugnathpur(Khodi),AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102368,Jaydeep Agro Center - Jamkhambhaliya,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102374,Shiv Agro Centre - Gunatitpur,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102378,New Era Agro Service Center - Arnej,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102387,Agri Business Centre - Baspa,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102396,Shyam Agro Center - Una,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102399,Agri Business Center - Saganpura,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102403,Gayatri Corporation - Shika Chokdi,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102406,Gurudev Agro Center - Chiloda,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102408,Ambica Agro Service - Dehgam,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102414,Vinit Seeds - Palanpur,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102416,Agree Business Center - Chiloda,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102418,Kisan Agro Centre - Mandavi,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102419,Kheti Vikas Kendra - Surendranagar,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102440,Nirali Agro & Fertilizers - Surendranagar,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102443,Virat Agriculture - Patanvav,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102446,Bharat Agro Chemicals - Natrang,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102448,S.K Agro Traders - Ratidevadi,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102452,Shyam Agro Business - Bhatiya,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102456,Anjani Agro Agency - Bharatnagar,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102459,Khedut Brothers - Mendapara,Jetpur Territory,Gujarat,RAJKOT,Jetpur,Gujarat
40102461,Balaji Irragation - Tankara,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102467,Agri Business Center - Shilaj,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102469,Krushi Sahay Kendra - Kosindra,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102471,Shree Maruti Agro Centre - Bal Chondhi,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102473,Pratik Agro Agencies - Valsad,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102475,Pramukh Agro - Olpad,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102478,Agri Business Center - Ladol,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102480,Om Fertilizers - Botad,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102484,Agri Business Center - Gir Gadhda,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102487,Subham Agro Center - Bagasara,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102489,Khedut Ghar - Gadhada,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102493,Shree Ramdev Agro Centre - Morva,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102495,Shiv Shakti Agro & Seeds - Surat,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102497,Shivam Krushi Kendra - Bokhira,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102503,Pruthvi Agro Fertilizers & Seeds - Piluda,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102508,Makani Agro Center - Kotada,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102510,Jalaram Seeds Corporation - Bayad,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102512,Valinath Agro Chemicals - Kaniyad,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102515,Kheti Vikas Kendra - Una,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102525,Ambika Krushi Kendra - Bayad,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102528,Shree Fertilizers - Khambhala,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102531,Darshan Agro Center - Deesa,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102533,Srushti Agro Agency - Rajpara,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102537,Shiv Krupa Agri Clinic - Babra,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102538,Amit Sales Corporation Agro And Irrigation - Naroli,DEESA TERRITORY,Gujarat,VADODARA,DEESA,Gujarat
40102540,Maruti Agro - Gola Gamdi,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102543,Jyoti Agro Agency - Bhavnagar,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102545,Gayatri Traders - Savli,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102557,Umiya Agro Center - Virpur,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102565,Navrang Seeds & Pesticides - Jambusar,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102566,Shiv Agro Agency - Vankal,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102571,Agri Business Centre - Gangardi,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102573,Adiwasi Agro Centre - Naswadi,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102575,Adarsh Sales Agency - Godhra,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102577,Shree Maruti Agrodeal - Umalla,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102579,Ashapuri Seeds Pesticides - Matar,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102581,New Ravechi Agro Centre - Rapar,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102585,Agri Business Centre - Tarsali,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102593,Shree Krishna Seeds & Pesticides - Devaliya Chowkdi,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102598,Khedut Bhavan Agro Chemicals - Botad,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102602,Shri Satnam Traders - Kalarani,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102605,Shiv Shakti Pestisides - Hansot,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102607,Krishna Agro Centre - Jarod,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102611,Khodiyar Agro - Thanagalol,Jetpur Territory,Gujarat,RAJKOT,Jetpur,Gujarat
40102624,Sant Krupa Agro Center - Tared,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102633,Madhav Agro Centre - Inaj Patiya,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102634,Sardar Kheti Vikas Kendra - Rajkot,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102642,Agro Service Centre - Halol,NADIYAD TERRITORY,Gujarat,VADODARA,NADIYAD,Gujarat
40102645,Shreeji Crop Care Science - Tajpur Kui,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102650,Kishan Krushi Kendra - Ramvav,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102656,Balaji Fartiliser - Gor Khijadiya,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102658,Mahadev Agro Agency - Kukavav,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102660,Vishal Agro Chemicals - Dhokadva,AMRELI TERRITORY,Gujarat,RAJKOT,AMRELI,Gujarat
40102670,Agri Business Centre - Velavadar,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102672,Shree Nidhi Traders - Segva Chowkdi,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102674,Khedut E Bajar - Palej,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102677,Bhagwati Enterprise - Dhandhalpur,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102679,Dharti Agro - Chhadiyali,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102688,Ashapura Fertilizer - Talod,HIMMATNAGAR TERRITORY,Gujarat,VADODARA,HIMMATNAGAR,Gujarat
40102692,Bhagwati Agro Chemicals - Surendranagar,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102694,J.B Traders - Mandala,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102701,Patel Agro - Khijadiya,RAJKOT TERRITORY,Gujarat,RAJKOT,RAJKOT T,Gujarat
40102707,Dharti Agro - Sarbhan,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102712,Maa Krupa Agro - Khudvel,SURAT TERRITORY,Gujarat,VADODARA,SURAT,Gujarat
40102714,Gopal Agro Center - Baradiya,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102716,Shreeji Agro Center - Nareshwar,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102719,Jay Somnath Agro Chemicals - Rajpara,BOTAD TERRITORY,Gujarat,RAJKOT,BOTAD,Gujarat
40102722,Jay Kuber Agro - Rajpipla,BARODA TERRITORY,Gujarat,VADODARA,BARODA,Gujarat
40102728,Bhavani Fertilizers - Chuda,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
40102731,Bharat Kheti Vikas Kendra - Sai Devaliya,JAMNAGAR TERRITORY,Gujarat,RAJKOT,JAMNAGAR,Gujarat
40102734,Harbhole Agro Center - Mangrol,JUNAGADH TERRITORY,Gujarat,RAJKOT,JUNAGADH,Gujarat
40102736,Jay Jalaram Agro Chemicals - Chuda,SURENDRANAGAR TERRITORY,Gujarat,VADODARA,SURENDRANAGAR,Gujarat
